id,Слово,Перевод,Тип,Курс,Урок
2277,sinirleri gerilmek,"нервы натянуты, раздражаться",KALIP İFADELER,C1,UNITE1
2278,ümidini kaybetmek,терять надежду,KALIP İFADELER,C1,UNITE1
2279,yapış yapış olmak,"липкий, потный",KALIP İFADELER,C1,UNITE1
2280,zaman almak,"требовать времени, отнимать время",KALIP İFADELER,C1,UNITE1
2281,zaman harcamak,тратить время,KALIP İFADELER,C1,UNITE1
2282,zaman kaybetmek,терять время,KALIP İFADELER,C1,UNITE1
2283,zaman öldürmek,убивать время,KALIP İFADELER,C1,UNITE1
2284,alt tarafı,"всего лишь, просто",İSİMLER,C1,UNITE2
1597,antrenman,тренировка,İSİMLER,C1,UNITE2
2285,antropolog,антрополог,İSİMLER,C1,UNITE2
2286,ayet,стих (в Коране),İSİMLER,C1,UNITE2
1762,bağlılık,"верность, преданность, зависимость",İSİMLER,C1,UNITE2
2287,belirti,"признак, симптом, показатель",İSİMLER,C1,UNITE2
919,bilgin,"учёный, знаток, эрудит",İSİMLER,C1,UNITE2
2288,bilhassa,особенно,İSİMLER,C1,UNITE2
2289,bilinçaltı,подсознание,İSİMLER,C1,UNITE2
2290,cefa,"страдание, мука",İSİMLER,C1,UNITE2
1993,cihaz,"устройство, прибор",İSİMLER,C1,UNITE2
2291,çekingen,"застенчивый, робкий",İSİMLER,C1,UNITE2
2292,derviş,дервиш,İSİMLER,C1,UNITE2
2293,dizgin,поводья,İSİMLER,C1,UNITE2
2294,dörtnala,галопом,İSİMLER,C1,UNITE2
2295,edep,"приличие, благопристойность, скромность",İSİMLER,C1,UNITE2
2296,emniyet kemeri,ремень безопасности,İSİMLER,C1,UNITE2
2297,eser,"произведение, след, признак",İSİMLER,C1,UNITE2
2298,faz,"фаза, стадия, избыток",İSİMLER,C1,UNITE2
2299,gazel,газель (поэтическая форма),İSİMLER,C1,UNITE2
2300,gerdanlık,ожерелье,İSİMLER,C1,UNITE2
2301,gözbebeği,"зрачок, зеница ока",İSİMLER,C1,UNITE2
2302,güvercin,голубь,İSİMLER,C1,UNITE2
2303,hakiki,"подлинный, истинный",İSİMLER,C1,UNITE2
2152,harikulade,"исключительный, изумительный, восхитительный",İSİMLER,C1,UNITE2
2304,hasılı,"в итоге, в конечном счете",İSİMLER,C1,UNITE2
1638,hormon,гормон,İSİMLER,C1,UNITE2
2305,ıstırap,"страдание, мука",İSİMLER,C1,UNITE2
1878,içtenlik,искренность,İSİMLER,C1,UNITE2
2306,ilham,вдохновение,İSİMLER,C1,UNITE2
2307,imkân,возможность,İSİMLER,C1,UNITE2
2308,irtibat,"связь, соединение",İSİMLER,C1,UNITE2
2309,ispat,доказательство,İSİMLER,C1,UNITE2
1966,izlenim,впечатление,İSİMLER,C1,UNITE2
2310,kalender,"беспечный, непритязательный, странствующий дервиш",İSİMLER,C1,UNITE2
2311,kanaat,"мнение, убеждение, удовлетворённость",İSİMLER,C1,UNITE2
2312,karışım,"смесь, соединение",İSİMLER,C1,UNITE2
2313,katot,катод,İSİMLER,C1,UNITE2
2314,kaynak,"источник, ресурс, сварка",İSİMLER,C1,UNITE2
2315,kıvılcım,искра,İSİMLER,C1,UNITE2
1040,kıymet,"ценность, стоимость",İSİMLER,C1,UNITE2
2316,kimya,химия,İSİMLER,C1,UNITE2
1657,kramp,"судорога, спазм",İSİMLER,C1,UNITE2
2317,kusursuz,"безупречный, совершенный",İSİMLER,C1,UNITE2
2318,kuşkucu,"скептик, сомневающийся",İSİMLER,C1,UNITE2
2319,kuyruklu yıldız,комета,İSİMLER,C1,UNITE2
2320,lisan,язык,İSİMLER,C1,UNITE2
2321,lunapark,"луна-парк, парк аттракционов",İSİMLER,C1,UNITE2
2322,maharet,"мастерство, умение",İSİMLER,C1,UNITE2
2323,makam,"должность, пост, место, лад (в музыке)",İSİMLER,C1,UNITE2
2324,maksat,"цель, намерение",İSİMLER,C1,UNITE2
2325,mânâ,"смысл, значение",İSİMLER,C1,UNITE2
2326,manevî,"духовный, моральный",İSİMLER,C1,UNITE2
2327,mecnun,"безумно влюблённый, одержимый",İSİMLER,C1,UNITE2
2328,mektep,"школа (устар.), учебное заведение",İSİMLER,C1,UNITE2
1667,molekül,молекула,İSİMLER,C1,UNITE2
2329,muhatap,"собеседник, адресат",İSİMLER,C1,UNITE2
2330,mülakat,собеседование,İSİMLER,C1,UNITE2
2331,müsaade,"разрешение, позволение",İSİMLER,C1,UNITE2
2332,nahoş,неприятный,İSİMLER,C1,UNITE2
2333,nasip,"удел, жребий, судьба",İSİMLER,C1,UNITE2
2334,nazik,"вежливый, нежный",İSİMLER,C1,UNITE2
2335,ne denli,насколько,İSİMLER,C1,UNITE2
2336,niyaz,"мольба, поклон",İSİMLER,C1,UNITE2
2337,nörotik,"невротичный, невротик",İSİMLER,C1,UNITE2
2338,övgü,"похвала, восхваление",İSİMLER,C1,UNITE2
2339,öz,"сущность, основа, сок",İSİMLER,C1,UNITE2
2340,pisi,"кошка (разг., детск.)",İSİMLER,C1,UNITE2
2207,ruh ikizi,родственная душа,İSİMLER,C1,UNITE2
2341,salınım,"колебание, качание",İSİMLER,C1,UNITE2
2342,samanyolu,Млечный Путь,İSİMLER,C1,UNITE2
2343,sanki,"как будто, словно",İSİMLER,C1,UNITE2
2344,saplantı,"навязчивая идея, одержимость",İSİMLER,C1,UNITE2
2345,seyran,"прогулка, гуляние",İSİMLER,C1,UNITE2
2346,sır,"тайна, секрет",İSİMLER,C1,UNITE2
2347,sırça,"стекло, хрусталь",İSİMLER,C1,UNITE2
2348,sine,"грудь, колени, лоно",İSİMLER,C1,UNITE2
2349,sitem,"упрек, обида",İSİMLER,C1,UNITE2
2350,sükûnet,"спокойствие, тишина",İSİMLER,C1,UNITE2
2351,tabir,"выражение, оборот речи",İSİMLER,C1,UNITE2
2352,takdir,"признание, оценка, судьба",İSİMLER,C1,UNITE2
2353,takıntılı,"одержимый, навязчивый",İSİMLER,C1,UNITE2
2354,tasavvuf,суфизм,İSİMLER,C1,UNITE2
2355,tavır,"манера, поведение, позиция",İSİMLER,C1,UNITE2
2356,tedavül,"обращение, хождение, оборот",İSİMLER,C1,UNITE2
2357,tekke,"текке, дервишеская обитель",İSİMLER,C1,UNITE2
2059,tepki,"реакция, отклик",İSİMLER,C1,UNITE2
2358,teslimiyet,"покорность, сдача",İSİMLER,C1,UNITE2
2359,tez,"диссертация, тезис",İSİMLER,C1,UNITE2
2060,tutku,страсть,İSİMLER,C1,UNITE2
2360,tüberküloz,"туберкулёз, чахотка",İSİMLER,C1,UNITE2
2361,ultraviyole,ультрафиолет,İSİMLER,C1,UNITE2
1403,uyum,"гармония, адаптация, соответствие",İSİMLER,C1,UNITE2
1913,vefa,"верность, преданность",İSİMLER,C1,UNITE2
2362,vicdan azabı,угрызения совести,İSİMLER,C1,UNITE2
2063,yiğit,"храбрый, смелый",İSİMLER,C1,UNITE2
2363,zemin,"основание, почва, грунт, этаж",İSİMLER,C1,UNITE2
2364,zikir,"зикр, поминание (Бога)",İSİMLER,C1,UNITE2
2365,ziyade,"избыток, множество",İSİMLER,C1,UNITE2
2366,adamak,посвящать,FİİLLER,C1,UNITE2
2367,aksetmek,"отражаться, доноситься",FİİLLER,C1,UNITE2
1552,depolamak,"хранить, накапливать",FİİLLER,C1,UNITE2
2368,deşmek,"ковырять, расковыривать, ворошить",FİİLLER,C1,UNITE2
2369,fırlatmak,"бросать, швырять",FİİLLER,C1,UNITE2
2091,fısıldamak,шептать,FİİLLER,C1,UNITE2
2370,harmanlamak,"смешивать, комбинировать",FİİLLER,C1,UNITE2
2371,iddia etmek,"утверждать, заявлять",FİİLLER,C1,UNITE2
880,isyan etmek,"восставать, бунтовать",FİİLLER,C1,UNITE2
2372,işlemek,"обрабатывать, функционировать, взимать",FİİLLER,C1,UNITE2
1564,kanıtlamak,доказывать,FİİLLER,C1,UNITE2
2373,kasılmak,"напрягаться, сводить (о мышце)",FİİLLER,C1,UNITE2
1920,katlanmak,"терпеть, складывать",FİİLLER,C1,UNITE2
2374,oymak,"вырезать, выдалбливать",FİİLLER,C1,UNITE2
2375,övmek,хвалить,FİİLLER,C1,UNITE2
2376,püskürtmek,"разбрызгивать, распылять",FİİLLER,C1,UNITE2
2377,salgılamak,выделять (секрет),FİİLLER,C1,UNITE2
2378,seyre dalmak,"засматриваться, погружаться в созерцание",FİİLLER,C1,UNITE2
2379,sınıflandırmak,классифицировать,FİİLLER,C1,UNITE2
2380,sürüklemek,"тащить, волочить",FİİLLER,C1,UNITE2
2381,süzülmek,"скользить, парить",FİİLLER,C1,UNITE2
2382,tatmin etmek,удовлетворять,FİİLLER,C1,UNITE2
1428,tercih etmek,предпочитать,FİİLLER,C1,UNITE2
2192,ummak,надеяться,FİİLLER,C1,UNITE2
2383,yakarmak,"молить, умолять",FİİLLER,C1,UNITE2
2384,aşk olsun,Вот это да! (восхищение или упрёк),KALIP İFADELER,C1,UNITE2
2385,değmeyin keyfime,Не мешайте моему удовольствию!,KALIP İFADELER,C1,UNITE2
2386,dilinden düşürmemek,"не сходить с языка, постоянно говорить о чём-либо",KALIP İFADELER,C1,UNITE2
2387,dillerde dolaşmak,"ходить по рукам (о слухах), быть у всех на устах",KALIP İFADELER,C1,UNITE2
2388,kafayı yemek,сойти с ума,KALIP İFADELER,C1,UNITE2
2389,lanet olsun,будь проклят,KALIP İFADELER,C1,UNITE2
2390,payını almak,"получить свою долю, получить по заслугам",KALIP İFADELER,C1,UNITE2
2034,temelini atmak,"закладывать фундамент, основывать",KALIP İFADELER,C1,UNITE2
1300,yaygın,"распространённый, распространённый",İSİMLER,C1,UNITE3
2391,hâkimiyet,"господство, власть",İSİMLER,C1,UNITE3
2392,iman,вера,İSİMLER,C1,UNITE3
1888,muhtaç,нуждающийся,İSİMLER,C1,UNITE3
2393,köken,"происхождение, корень",İSİMLER,C1,UNITE3
420,yorum,"толкование, интерпретация, комментарий",İSİMLER,C1,UNITE3
2394,kesin,"точный, определённый, окончательный",İSİMLER,C1,UNITE3
2395,zarf,"конверт, оболочка, наречие (грам.)",İSİMLER,C1,UNITE3
1531,tempo,"темп, ритм",İSİMLER,C1,UNITE3
1120,kıtlık,"нехватка, дефицит, голод",İSİMLER,C1,UNITE3
1651,kısırlık,"бесплодие, стерильность",İSİMLER,C1,UNITE3
2396,geçersiz,"недействительный, негодный",İSİMLER,C1,UNITE3
2397,gelişigüzel,"случайный, небрежный, как попало",İSİMLER,C1,UNITE3
2398,hayırsever,благотворитель,İSİMLER,C1,UNITE3
2399,nalbant,кузнец,İSİMLER,C1,UNITE3
1871,felaket,"катастрофа, бедствие",İSİMLER,C1,UNITE3
2400,aşırı doz,передозировка,İSİMLER,C1,UNITE3
2401,çeyiz,приданое,İSİMLER,C1,UNITE3
2402,bayındırlık,благоустройство,İSİMLER,C1,UNITE3
2403,malvarlığı,"имущество, состояние",İSİMLER,C1,UNITE3
2404,huzurevi,дом престарелых,İSİMLER,C1,UNITE3
2405,uğraşı,"занятие, дело, хобби",İSİMLER,C1,UNITE3
2406,kabartma,"рельеф, выпуклость",İSİMLER,C1,UNITE3
2407,pul,"марка (почтовая), чешуйка",İSİMLER,C1,UNITE3
2180,zar,"оболочка, мембрана, риск",İSİMLER,C1,UNITE3
1882,karşılıklı,взаимный,İSİMLER,C1,UNITE3
2408,enteresan,интересный,İSİMLER,C1,UNITE3
2409,karşılık olarak,"в ответ на, в качестве ответа",İSİMLER,C1,UNITE3
2410,sunmak,"предлагать, представлять",İSİMLER,C1,UNITE3
2411,kebe,мешковина,İSİMLER,C1,UNITE3
2412,değişken,"переменный, переменная",İSİMLER,C1,UNITE3
2413,seçkin,"избранный, элитный, выдающийся",İSİMLER,C1,UNITE3
2414,tabut,гроб,İSİMLER,C1,UNITE3
2415,desteklemek,поддерживать,FİİLLER,C1,UNITE3
474,sıkılmak,"скучать, сжиматься",FİİLLER,C1,UNITE3
2416,özetlemek,"обобщать, резюмировать",FİİLLER,C1,UNITE3
2255,ilişkilendirmek,"связывать, ассоциировать",FİİLLER,C1,UNITE3
2417,itiraz etmek,"возражать, протестовать",FİİLLER,C1,UNITE3
2418,ayırt etmek,"различать, отличать",FİİLLER,C1,UNITE3
2419,çek bozdurmak,обналичивать чек,FİİLLER,C1,UNITE3
2192,ummak,надеяться,FİİLLER,C1,UNITE3
1920,katlanmak,"терпеть, складывать",FİİLLER,C1,UNITE3
2193,yakınmak,жаловаться,FİİLLER,C1,UNITE3
2420,suratını asmak,"делать кислую мину, хмуриться",KALIP İFADELER,C1,UNITE3
1334,sıkıntı çekmek,"испытывать трудности, страдать",KALIP İFADELER,C1,UNITE3
2421,ileri geri konuşmak,"говорить вздор, сплетничать",KALIP İFADELER,C1,UNITE3
2422,geri çevirmek,"отказывать, отвергать",KALIP İFADELER,C1,UNITE3
2423,ele geçmek,"попадать в руки, захватывать",KALIP İFADELER,C1,UNITE3
2424,yaşayıp gitmek,"влачить существование, доживать",KALIP İFADELER,C1,UNITE3
2425,iş işten geçmek,"поезд ушёл, момент упущен",KALIP İFADELER,C1,UNITE3
2426,şeref vermek,оказывать честь,KALIP İFADELER,C1,UNITE3
2427,aman dilemek,"умолять о пощаде, просить прощения",KALIP İFADELER,C1,UNITE3
2428,ümidi kaybolmak,терять надежду,KALIP İFADELER,C1,UNITE3
2429,kılık değiştirmek,"переодеваться, менять облик",KALIP İFADELER,C1,UNITE3
2430,işleri yolunda olmak,"дела идут хорошо, дела в порядке",KALIP İFADELER,C1,UNITE3
2431,hale düşmek,"попасть в беду, оказаться в трудном положении",KALIP İFADELER,C1,UNITE3
2432,onaylamak,"одобрять, санкционировать",KALIP İFADELER,C1,UNITE3
2433,uzak durmak,держаться подальше,KALIP İFADELER,C1,UNITE3
2434,başını dinlemek,"отдохнуть, побыть в покое",KALIP İFADELER,C1,UNITE3
2435,adım atmak,"делать шаг, начинать действовать",KALIP İFADELER,C1,UNITE3
2436,küçük düşünmek,"думать мелко, иметь низкие устремления",KALIP İFADELER,C1,UNITE3
2437,peşini bırakmamak,"не оставлять в покое, преследовать",KALIP İFADELER,C1,UNITE3
2438,süzülüp gitmek,"уплывать, ускользать",KALIP İFADELER,C1,UNITE3
2439,gözünü yükseklere dikmek,"задирать нос, замахиваться на большее",KALIP İFADELER,C1,UNITE3
2440,hamle yapmak,"делать ход, предпринимать шаг",KALIP İFADELER,C1,UNITE3
2441,algılama,восприятие,İSİMLER,C1,UNITE4
2442,analitik,аналитический,İSİMLER,C1,UNITE4
2443,arşın,аршин,İSİMLER,C1,UNITE4
2444,arzuhal,"прошение, заявление",İSİMLER,C1,UNITE4
2445,arzuhalci,"писец, составитель прошений",İSİMLER,C1,UNITE4
2446,aşırı makyaj,"сильный макияж, чрезмерный макияж",İSİMLER,C1,UNITE4
2447,atanma,назначение,İSİMLER,C1,UNITE4
726,avuç,"ладонь, горсть",İSİMLER,C1,UNITE4
2448,biçare,"беспомощный, несчастный",İSİMLER,C1,UNITE4
2078,bilinçli,"сознательный, осознанный",İSİMLER,C1,UNITE4
2449,bizzat,"лично, собственной персоной",İSİMLER,C1,UNITE4
2450,cihan,"мир, вселенная",İSİMLER,C1,UNITE4
2451,çırak,"ученик, подмастерье",İSİMLER,C1,UNITE4
2452,dart,"дартс (игра), дротик",İSİMLER,C1,UNITE4
2453,dava,"дело, иск, тяжба",İSİMLER,C1,UNITE4
2454,esna,"покупатель, клиент",İSİMLER,C1,UNITE4
2455,frekans,частота,İSİMLER,C1,UNITE4
2456,hasır,"циновка, плетёнка",İSİMLER,C1,UNITE4
2457,hekim,врач,İSİMLER,C1,UNITE4
2458,heybetli,"величественный, грозный",İSİMLER,C1,UNITE4
2459,hızlı okuma,скорочтение,İSİMLER,C1,UNITE4
2460,istifade,"польза, использование",İSİMLER,C1,UNITE4
2461,ıstırab,"страдание, мука",İSİMLER,C1,UNITE4
2462,imaj,"образ, имидж",İSİMLER,C1,UNITE4
2463,iskemle,стул,İSİMLER,C1,UNITE4
2464,izin tezkeresi,"удостоверение, пропуск",İSİMLER,C1,UNITE4
2465,kadı,судья (религиозный),İSİMLER,C1,UNITE4
2466,kama,"кинжал, клинок",İSİMLER,C1,UNITE4
2467,kamış,"тростник, трость, трубка",İSİMLER,C1,UNITE4
2468,küllîye,"комплекс (архитектурный), университетский городок",İSİMLER,C1,UNITE4
2323,makam,"должность, пост, место, лад (в музыке)",İSİMLER,C1,UNITE4
2233,makul,"разумный, здравый",İSİMLER,C1,UNITE4
2469,maruzat,"заявление, просьба, доклад",İSİMLER,C1,UNITE4
798,meslek,"профессия, специальность",İSİMLER,C1,UNITE4
2470,motivasyon,мотивация,İSİMLER,C1,UNITE4
2330,mülakat,собеседование,İSİMLER,C1,UNITE4
1506,organizasyon,организация,İSİMLER,C1,UNITE4
1685,rehber,"гид, проводник, руководство",İSİMLER,C1,UNITE4
978,rütbe,"звание, ранг, чин",İSİMLER,C1,UNITE4
1392,satır,"строка, строчка, лезвие (ножа)",İSİMLER,C1,UNITE4
1974,sektör,"сектор, отрасль",İSİMLER,C1,UNITE4
2471,staj,стажировка,İSİMLER,C1,UNITE4
2472,sütun,"столбец, колонка, опора",İSİMLER,C1,UNITE4
2473,tabure,табурет,İSİMLER,C1,UNITE4
2474,tazminat,"компенсация, возмещение",İSİMLER,C1,UNITE4
2475,uçuk kıyafet,"эксцентричная одежда, вычурная одежда",İSİMLER,C1,UNITE4
993,unvan,"звание, титул",İSİMLER,C1,UNITE4
2476,üstat,"мастер, учитель",İSİMLER,C1,UNITE4
2477,vizyon,"видение, перспектива",İSİMLER,C1,UNITE4
2478,yasal süreç,"судебный процесс, судопроизводство",İSİMLER,C1,UNITE4
2479,zulüm,"угнетение, жестокость",İSİMLER,C1,UNITE4
2480,artış göstermek,"показывать рост, увеличиваться",FİİLLER,C1,UNITE4
2481,arz etmek,"представлять, предлагать",FİİLLER,C1,UNITE4
1720,benimsemek,"принимать, усваивать",FİİLLER,C1,UNITE4
2482,çare aramak,"искать выход, искать средство",FİİLLER,C1,UNITE4
2483,kanaat getirmek,"приходить к заключению, убеждаться",FİİLLER,C1,UNITE4
2484,ölçüp biçmek,"взвешивать, обдумывать",FİİLLER,C1,UNITE4
1431,uğraşmak,"заниматься, возиться",FİİLLER,C1,UNITE4
2485,delik deşik etmek,изрешетить,KALIP İFADELER,C1,UNITE4
2486,derdine çare olmak,"быть лекарством от его/её беды, решать чью-то проблему",KALIP İFADELER,C1,UNITE4
2487,emri başı üstüne,"приказ — закон, с готовностью выполнить приказ",KALIP İFADELER,C1,UNITE4
2488,ipler koptu,связи прервались,KALIP İFADELER,C1,UNITE4
2489,danıştay,государственный совет,İSİMLER,C1,UNITE5
2249,yöre,"местность, регион, край",İSİMLER,C1,UNITE5
2490,bakteri,бактерия,İSİMLER,C1,UNITE5
2491,olgu,"явление, случай, факт",İSİMLER,C1,UNITE5
2492,mantar,"гриб, плесень",İSİMLER,C1,UNITE5
2081,örgü,"вязка, плетение, структура",İSİMLER,C1,UNITE5
2493,denetlenme,"проверка, контроль",İSİMLER,C1,UNITE5
2494,kısıtlanma,ограничение,İSİMLER,C1,UNITE5
2289,bilinçaltı,подсознание,İSİMLER,C1,UNITE5
2495,propaganda,пропаганда,İSİMLER,C1,UNITE5
2496,ideoloji,идеология,İSİMLER,C1,UNITE5
2497,şahsiyet,"личность, персона",İSİMLER,C1,UNITE5
1973,sanal,виртуальный,İSİMLER,C1,UNITE5
1297,vakıf,"фонд, вакф",İSİMLER,C1,UNITE5
2498,versiyon,версия,İSİMLER,C1,UNITE5
2499,gala,"гала-представление, торжественный вечер",İSİMLER,C1,UNITE5
1070,şelale,водопад,İSİMLER,C1,UNITE5
2500,trajikomik,"трагикомичный, трагикомический",İSİMLER,C1,UNITE5
2501,orijinal,"оригинальный, подлинный",İSİMLER,C1,UNITE5
2502,bobin,"катушка, бобина",İSİMLER,C1,UNITE5
2503,mülkiyet,"собственность, владение",İSİMLER,C1,UNITE5
2504,başrol,главная роль,İSİMLER,C1,UNITE5
1366,garip,"странный, удивительный",İSİMLER,C1,UNITE5
2505,tapu,"свидетельство о собственности, титул",İSİMLER,C1,UNITE5
2506,hariç,"кроме, исключая",İSİMLER,C1,UNITE5
2507,kritik,"критический, решающий",İSİMLER,C1,UNITE5
2508,müthiş,"ужасный, потрясающий",İSİMLER,C1,UNITE5
2509,soytarılık,"шутовство, клоунада",İSİMLER,C1,UNITE5
2510,smokin,смокинг,İSİMLER,C1,UNITE5
2511,rezil,"позорный, скандальный",İSİMLER,C1,UNITE5
2512,mecbur,"вынужденный, обязанный",İSİMLER,C1,UNITE5
2513,gladyatör,гладиатор,İSİMLER,C1,UNITE5
2514,uğruna,"ради, во имя",İSİMLER,C1,UNITE5
2515,doküman,документ,İSİMLER,C1,UNITE5
2220,düzenek,"механизм, устройство, система",İSİMLER,C1,UNITE5
2516,tribün,трибуна,İSİMLER,C1,UNITE5
1601,bağlam,"контекст, связь, баглама (муз. инструмент)",İSİMLER,C1,UNITE5
2517,uzantı,"расширение, придаток, продолжение",İSİMLER,C1,UNITE5
2060,tutku,страсть,İSİMLER,C1,UNITE5
2518,restore edilmek,"реставрироваться, восстанавливаться",FİİLLER,C1,UNITE5
2519,sınırlı tutmak,"ограничивать, держать в пределах",FİİLLER,C1,UNITE5
1554,dönüşmek,"превращаться, преобразовываться",FİİLLER,C1,UNITE5
2520,kılavuzluk etmek,"руководствовать, вести",FİİLLER,C1,UNITE5
2521,yöneltmek,направлять,FİİLLER,C1,UNITE5
2522,yansımak,отражаться,FİİLLER,C1,UNITE5
1847,olgunlaşmak,"созревать, взрослеть",FİİLLER,C1,UNITE5
2523,tutturmak,"настаивать, закреплять",FİİLLER,C1,UNITE5
2524,canı gönülden,"от всей души, искренне",KALIP İFADELER,C1,UNITE5
2525,göz önüne serilmek,"быть выставленным напоказ, быть раскрытым",KALIP İFADELER,C1,UNITE5
2526,çığır açmak,"проложить новый путь, совершить прорыв",KALIP İFADELER,C1,UNITE5
2527,iki laf etmek,"переброситься парой слов, поболтать",KALIP İFADELER,C1,UNITE5
2528,gün ışığına çıkarmak,"вывести на свет, раскрыть",KALIP İFADELER,C1,UNITE5
2529,ilham almak,черпать вдохновение,KALIP İFADELER,C1,UNITE5
2530,peşine düşmek,"пуститься в погоню, увлечься чем-либо",KALIP İFADELER,C1,UNITE5
2531,bir şeyde hakkı olmak,иметь право на что-либо,KALIP İFADELER,C1,UNITE5
2532,sönük kalmak,"оставаться в тени, быть блёклым",KALIP İFADELER,C1,UNITE5
2533,kanun çıkarmak,"издать закон, принять закон",KALIP İFADELER,C1,UNITE5
2534,işe girişmek,приниматься за дело,KALIP İFADELER,C1,UNITE5
2535,tevazu,"скромность, смирение",İSİMLER,C1,UNITE6
2536,ihtiras,"страсть, амбиция",İSİMLER,C1,UNITE6
2537,muhakeme,"суждение, рассудок, судопроизводство",İSİMLER,C1,UNITE6
2538,bilinç,сознание,İSİMLER,C1,UNITE6
2539,fazilet,"добродетель, достоинство",İSİMLER,C1,UNITE6
2540,hikmet,"мудрость, смысл",İSİMLER,C1,UNITE6
2541,şuur,сознание,İSİMLER,C1,UNITE6
2542,nahış,"узор, орнамент",İSİMLER,C1,UNITE6
2543,işitsel,"слуховой, аудиальный",İSİMLER,C1,UNITE6
2544,görsel,"визуальный, зрительный",İSİMLER,C1,UNITE6
1673,oran,"соотношение, пропорция, процент",İSİMLER,C1,UNITE6
2545,duyu,"чувство, ощущение",İSİMLER,C1,UNITE6
2546,reaksiyon,реакция,İSİMLER,C1,UNITE6
2547,yazılım,"программное обеспечение, софт",İSİMLER,C1,UNITE6
2548,küreselleşme,глобализация,İSİMLER,C1,UNITE6
2549,faktör,фактор,İSİMLER,C1,UNITE6
2550,kalifiye,квалифицированный,İSİMLER,C1,UNITE6
2551,bileşke,"равнодействующая, результирующая",İSİMLER,C1,UNITE6
2552,entelektüel,"интеллектуальный, интеллектуал",İSİMLER,C1,UNITE6
2553,uygar,цивилизованный,İSİMLER,C1,UNITE6
2554,yetkinlik,"компетентность, мастерство",İSİMLER,C1,UNITE6
2555,ütopik,утопический,İSİMLER,C1,UNITE6
1843,arınmak,очищаться,FİİLLER,C1,UNITE6
2556,irtibatlandırmak,"связывать, соединять",FİİLLER,C1,UNITE6
2557,yapılandırmak,"структурировать, организовывать",FİİLLER,C1,UNITE6
2535,tevazu,"скромность, смирение",İSİMLER,C1,UNITE7
2536,ihtiras,"страсть, амбиция",İSİMLER,C1,UNITE7
2537,muhakeme,"суждение, рассудок, судопроизводство",İSİMLER,C1,UNITE7
2538,bilinç,сознание,İSİMLER,C1,UNITE7
2539,fazilet,"добродетель, достоинство",İSİMLER,C1,UNITE7
2540,hikmet,"мудрость, смысл",İSİMLER,C1,UNITE7
2541,şuur,сознание,İSİMLER,C1,UNITE7
2542,nahış,"узор, орнамент",İSİMLER,C1,UNITE7
2543,işitsel,"слуховой, аудиальный",İSİMLER,C1,UNITE7
2544,görsel,"визуальный, зрительный",İSİMLER,C1,UNITE7
1673,oran,"соотношение, пропорция, процент",İSİMLER,C1,UNITE7
2545,duyu,"чувство, ощущение",İSİMLER,C1,UNITE7
2546,reaksiyon,реакция,İSİMLER,C1,UNITE7
2547,yazılım,"программное обеспечение, софт",İSİMLER,C1,UNITE7
2548,küreselleşme,глобализация,İSİMLER,C1,UNITE7
2549,faktör,фактор,İSİMLER,C1,UNITE7
2550,kalifiye,квалифицированный,İSİMLER,C1,UNITE7
2551,bileşke,"равнодействующая, результирующая",İSİMLER,C1,UNITE7
2552,entelektüel,"интеллектуальный, интеллектуал",İSİMLER,C1,UNITE7
2553,uygar,цивилизованный,İSİMLER,C1,UNITE7
2554,yetkinlik,"компетентность, мастерство",İSİMLER,C1,UNITE7
2555,ütopik,утопический,İSİMLER,C1,UNITE7
1843,arınmak,очищаться,FİİLLER,C1,UNITE7
2556,irtibatlandırmak,"связывать, соединять",FİİLLER,C1,UNITE7
2557,yapılandırmak,"структурировать, организовывать",FİİLLER,C1,UNITE7
2491,olgu,"явление, случай, факт",İSİMLER,C1,UNITE8
2558,telkin,"внушение, суггестия",İSİMLER,C1,UNITE8
2559,çerçeve,"рамка, структура",İSİMLER,C1,UNITE8
1606,biçim,"форма, вид",İSİMLER,C1,UNITE8
1541,yetişkin,взрослый,İSİMLER,C1,UNITE8
2560,ergenlik,"подростковый возраст, половое созревание",İSİMLER,C1,UNITE8
2561,teşvik,"поощрение, стимулирование",İSİMLER,C1,UNITE8
2562,yatkın,"склонный, предрасположенный",İSİMLER,C1,UNITE8
2563,yayın,"публикация, передача, вещание",İSİMLER,C1,UNITE8
2044,eğilim,"тенденция, склонность",İSİMLER,C1,UNITE8
2564,nezairet,"попечительство, надзор",İSİMLER,C1,UNITE8
2565,ıslahevi,"исправительное учреждение, исправительный дом",İSİMLER,C1,UNITE8
2566,palmiye,пальма,İSİMLER,C1,UNITE8
2567,fert,"индивид, личность",İSİMLER,C1,UNITE8
2568,mağdur,"пострадавший, жертва",İSİMLER,C1,UNITE8
2569,telafi,"компенсация, возмещение",İSİMLER,C1,UNITE8
2570,hükümran,"суверенный, правящий",İSİMLER,C1,UNITE8
2571,uyuşmazlık,"конфликт, разногласие",İSİMLER,C1,UNITE8
2572,sistematik,систематический,İSİMLER,C1,UNITE8
2124,soylu,"благородный, знатный",İSİMLER,C1,UNITE8
2573,uzlaşımsal,"конвенциональный, договорной, общепринятый",İSİMLER,C1,UNITE8
2574,ferdi,"индивидуальный, личный",İSİMLER,C1,UNITE8
2575,itidal,"умеренность, уравновешенность",İSİMLER,C1,UNITE8
2576,asli,"основной, первостепенный",İSİMLER,C1,UNITE8
2536,ihtiras,"страсть, амбиция",İSİMLER,C1,UNITE8
