id,Слово,Перевод,Тип,Курс,Урок
3147,emperador,император,İSİMLER,B1,UNIDAD8
3148,intercambio,обмен,İSİMLER,B1,UNIDAD9
3149,celebración,празднование,İSİMLER,B1,UNIDAD3
3150,entusiasmo,энтузиазм,İSİMLER,B1,UNIDAD5
3151,miguel,Мигель,İSİMLER,B1,UNIDAD6
3152,prestigio,престиж,İSİMLER,B1,UNIDAD9
3153,ampliación,расширение,İSİMLER,B1,UNIDAD10
3154,ilegal,незаконный,SIFATLAR,B1,UNIDAD11
3155,cumplimiento,"выполнение, соблюдение",İSİMLER,B1,UNIDAD12
3156,sospechar,подозревать,FİİLLER,B1,UNIDAD1
3157,masivo,массовый,SIFATLAR,B1,UNIDAD2
3158,peruano,перуанский,SIFATLAR,B1,UNIDAD4
3159,consolidar,"укреплять, консолидировать",FİİLLER,B2,UNIDAD2
3160,sobrevivir,выживать,FİİLLER,B2,UNIDAD4
3161,juzgado,суд (инстанция),İSİMLER,B2,UNIDAD5
3162,combinar,сочетать,FİİLLER,B2,UNIDAD7
3163,bolsillo,карман,İSİMLER,B2,UNIDAD8
3164,conectar,соединять,FİİLLER,B2,UNIDAD9
3165,generalizar,обобщать,FİİLLER,B2,UNIDAD10
3166,solitario,"одинокий, уединённый",SIFATLAR,B2,UNIDAD12
3167,aprobación,одобрение,İSİMLER,B2,UNIDAD1
3168,renovar,"обновлять, продлевать",FİİLLER,B2,UNIDAD2
3169,reaccionar,реагировать,FİİLLER,B2,UNIDAD3
3170,particularmente,в особенности,ZARFLAR,B2,UNIDAD4
3171,ideología,идеология,İSİMLER,B2,UNIDAD6
3172,derrotar,наносить поражение,FİİLLER,B2,UNIDAD7
3173,grasa,жир,İSİMLER,B2,UNIDAD8
3174,masculino,мужской,SIFATLAR,B2,UNIDAD9
3175,exhibir,"выставлять, демонстрировать",FİİLLER,B2,UNIDAD10
3176,concejal,муниципальный советник,İSİMLER,B2,UNIDAD11
3177,anoche,вчера вечером,ZARFLAR,B2,UNIDAD12
3178,anteriormente,ранее,ZARFLAR,B2,UNIDAD2
3179,china,Китай,İSİMLER,B2,UNIDAD3
3180,teniente,лейтенант,İSİMLER,B2,UNIDAD4
3181,humo,дым,İSİMLER,B2,UNIDAD5
3182,delicado,"деликатный, хрупкий",SIFATLAR,B2,UNIDAD6
3183,reglamento,"регламент, правила",İSİMLER,B2,UNIDAD7
3184,dramático,драматический,SIFATLAR,B2,UNIDAD10
3185,aparte de,помимо,EDATLAR / BAĞLAÇLAR,B2,UNIDAD12
3186,infección,инфекция,İSİMLER,B2,UNIDAD1
3187,polémica,"полемика, спор",İSİMLER,B2,UNIDAD2
3188,virgen,"дева, девственный",İSİMLER,B2,UNIDAD3
3189,agudo,острый,SIFATLAR,B2,UNIDAD5
3190,venezolano,венесуэльский,SIFATLAR,B2,UNIDAD6
3191,vigente,действующий,SIFATLAR,B2,UNIDAD8
3192,cura,лечение; священник,İSİMLER,B2,UNIDAD9
3193,guerrilla,партизанская война,İSİMLER,B2,UNIDAD10
3194,rincón,"угол, уголок",İSİMLER,B2,UNIDAD11
3195,a medida que,по мере того как,EDATLAR / BAĞLAÇLAR,B2,UNIDAD1
3196,lima,Лима; лайм; напильник,İSİMLER,B2,UNIDAD4
3197,feria,"ярмарка, праздник",İSİMLER,B2,UNIDAD5
3198,agrario,аграрный,SIFATLAR,B2,UNIDAD6
3199,manifiesto,манифест; явный,İSİMLER,B2,UNIDAD7
3200,reiterar,повторять,FİİLLER,B2,UNIDAD8
3201,sagrado,священный,SIFATLAR,B2,UNIDAD9
3202,provenir,"происходить, прибывать",FİİLLER,B2,UNIDAD11
3203,imprescindible,"необходимый, незаменимый",SIFATLAR,B2,UNIDAD12
3204,proseguir,продолжать,FİİLLER,B2,UNIDAD1
3205,previamente,предварительно,ZARFLAR,B2,UNIDAD2
3206,confusión,путаница,İSİMLER,B2,UNIDAD3
3207,banca,банковский сектор; скамья,İSİMLER,B2,UNIDAD4
3208,cantante,певец,İSİMLER,B2,UNIDAD6
3209,candidatura,кандидатура,İSİMLER,B2,UNIDAD7
3210,depositar,"класть, вносить",FİİLLER,B2,UNIDAD8
3211,editorial,издательство; передовица,İSİMLER,B2,UNIDAD9
3212,israel,Израиль,İSİMLER,B2,UNIDAD10
3213,ideal,идеальный,SIFATLAR,B2,UNIDAD11
3214,verso,стих,İSİMLER,B2,UNIDAD12
3215,tabaco,табак,İSİMLER,B2,UNIDAD1
3216,vacación,"каникулы, отпуск",İSİMLER,B2,UNIDAD2
3217,infraestructura,инфраструктура,İSİMLER,B2,UNIDAD4
3218,opuesto,противоположный,SIFATLAR,B2,UNIDAD5
3219,regalar,дарить,FİİLLER,B2,UNIDAD7
3220,expulsar,изгонять,FİİLLER,B2,UNIDAD8
3221,aislado,изолированный,SIFATLAR,B2,UNIDAD9
3222,complicado,"сложный, запутанный",SIFATLAR,B2,UNIDAD10
3223,circular,циркулировать; циркуляр,FİİLLER,B2,UNIDAD11
3224,juvenil,юношеский,SIFATLAR,B2,UNIDAD12
3225,escrito,"письменный текст, документ",İSİMLER,B2,UNIDAD1
3226,aprendizaje,"обучение, усвоение",İSİMLER,B2,UNIDAD2
3227,visitante,посетитель,İSİMLER,B2,UNIDAD3
3228,horizonte,горизонт,İSİMLER,B2,UNIDAD4
3229,expansión,"экспансия, расширение",İSİMLER,B2,UNIDAD5
3230,estrenar,"впервые использовать, премьера",FİİLLER,B2,UNIDAD6
3231,distrito,"округ, район",İSİMLER,B2,UNIDAD7
3232,dignidad,достоинство,İSİMLER,B2,UNIDAD8
3233,académico,академический,SIFATLAR,B2,UNIDAD9
3234,aguantar,"выдерживать, терпеть",FİİLLER,B2,UNIDAD10
3235,corredor,коридор; бегун; брокер,İSİMLER,B2,UNIDAD1
3236,genético,генетический,SIFATLAR,B2,UNIDAD2
3237,sensibilidad,чувствительность,İSİMLER,B2,UNIDAD3
3238,prolongar,продлевать,FİİLLER,B2,UNIDAD4
3239,magnífico,великолепный,SIFATLAR,B2,UNIDAD5
3240,sucio,грязный,SIFATLAR,B2,UNIDAD6
3241,oriental,восточный,SIFATLAR,B2,UNIDAD7
3242,tonelada,тонна,İSİMLER,B2,UNIDAD8
3243,por cierto,кстати,ZARFLAR,B2,UNIDAD10
3244,entrenador,тренер,İSİMLER,B2,UNIDAD11
3245,acostar,укладывать спать,FİİLLER,B2,UNIDAD12
3246,bolivia,Боливия,İSİMLER,B2,UNIDAD1
3247,promesa,обещание,İSİMLER,B2,UNIDAD2
3248,torre,башня,İSİMLER,B2,UNIDAD3
3249,aludir,"намекать, упоминать",FİİLLER,B2,UNIDAD4
3250,quejar,жаловаться,FİİLLER,B2,UNIDAD5
3251,efectivamente,действительно,ZARFLAR,B2,UNIDAD6
3252,programación,"программирование, программа",İSİMLER,B2,UNIDAD7
3253,fácilmente,легко,ZARFLAR,B2,UNIDAD8
3254,felicidad,счастье,İSİMLER,B2,UNIDAD9
3255,depósito,"вклад, склад, отложение",İSİMLER,B2,UNIDAD10
3256,estimular,стимулировать,FİİLLER,B2,UNIDAD11
3257,estallar,"взрываться, вспыхивать",FİİLLER,B2,UNIDAD1
3258,regir,"править, действовать (о законе)",FİİLLER,B2,UNIDAD2
3259,fiel,верный,SIFATLAR,B2,UNIDAD3
3260,limitación,ограничение,İSİMLER,B2,UNIDAD4
3261,esclavo,раб,İSİMLER,B2,UNIDAD5
3262,afuera,снаружи,ZARFLAR,B2,UNIDAD6
3263,terrorismo,терроризм,İSİMLER,B2,UNIDAD7
3264,corregir,исправлять,FİİLLER,B2,UNIDAD8
3265,la habana,Гавана,İSİMLER,B2,UNIDAD9
3266,primavera,весна,İSİMLER,B2,UNIDAD11
3267,panorama,"панорама, обзор",İSİMLER,B2,UNIDAD12
3268,avanzado,продвинутый,SIFATLAR,B2,UNIDAD1
3269,oscuridad,темнота,İSİMLER,B2,UNIDAD2
3270,detención,"задержание, арест",İSİMLER,B2,UNIDAD3
3271,obstáculo,препятствие,İSİMLER,B2,UNIDAD4
3272,grueso,толстый; основная часть,SIFATLAR,B2,UNIDAD5
3273,embajada,посольство,İSİMLER,B2,UNIDAD6
3274,percepción,восприятие,İSİMLER,B2,UNIDAD7
3275,importación,импорт,İSİMLER,B2,UNIDAD8
3276,esencia,"сущность, эссенция",İSİMLER,B2,UNIDAD9
3277,cola,"хвост, очередь",İSİMLER,B2,UNIDAD10
3278,diplomático,дипломатический,SIFATLAR,B2,UNIDAD11
3279,sabor,вкус,İSİMLER,B2,UNIDAD12
3280,energético,энергетический,SIFATLAR,B2,UNIDAD1
3281,lamentar,сожалеть,FİİLLER,B2,UNIDAD2
3282,secuestro,"похищение, угон",İSİMLER,B2,UNIDAD3
3283,apariencia,"внешний вид, видимость",İSİMLER,B2,UNIDAD5
3284,nacionalista,националистический,SIFATLAR,B2,UNIDAD9
3285,zapato,"туфля, ботинок",İSİMLER,B2,UNIDAD10
3286,expediente,дело (документ),İSİMLER,B2,UNIDAD11
3287,señorito,молодой господин,İSİMLER,B2,UNIDAD12
3288,doméstico,домашний,SIFATLAR,B2,UNIDAD1
3289,acariciar,ласкать,FİİLLER,B2,UNIDAD2
3290,parcial,"частичный, пристрастный",SIFATLAR,B2,UNIDAD4
3291,espacial,"космический, пространственный",SIFATLAR,B2,UNIDAD5
3292,gloria,слава,İSİMLER,B2,UNIDAD6
3293,turno,"очередь, смена",İSİMLER,B2,UNIDAD7
3294,cuarenta,сорок,İSİMLER,B2,UNIDAD8
3295,oculto,скрытый,SIFATLAR,B2,UNIDAD9
3296,diablo,дьявол,İSİMLER,B2,UNIDAD10
3297,excluir,исключать,FİİLLER,B2,UNIDAD11
3298,contradicción,противоречие,İSİMLER,B2,UNIDAD12
3299,amo,хозяин; люблю (форма),İSİMLER,B2,UNIDAD1
3300,mandato,"мандат, полномочие",İSİMLER,B2,UNIDAD2
3301,proyección,"проекция, прогноз",İSİMLER,B2,UNIDAD3
3302,húmedo,влажный,SIFATLAR,B2,UNIDAD5
3303,circuito,"цепь, контур, трасса",İSİMLER,B2,UNIDAD6
3304,conductor,водитель; проводник,İSİMLER,B2,UNIDAD9
3305,corresponsal,корреспондент,İSİMLER,B2,UNIDAD10
3306,incendio,пожар,İSİMLER,B2,UNIDAD11
3307,posesión,владение,İSİMLER,B2,UNIDAD12
3308,antecedente,"предшествующее, судимость",İSİMLER,B2,UNIDAD1
3309,panamá,Панама,İSİMLER,B2,UNIDAD2
3310,agotar,"исчерпывать, утомлять",FİİLLER,B2,UNIDAD3
3311,espectacular,"эффектный, зрелищный",SIFATLAR,B2,UNIDAD4
3312,gravedad,серьёзность; гравитация,İSİMLER,B2,UNIDAD6
3313,modalidad,"вид, форма",İSİMLER,B2,UNIDAD7
3314,sucesivo,последовательный,SIFATLAR,B2,UNIDAD8
3315,variado,разнообразный,SIFATLAR,B2,UNIDAD9
3316,admirar,восхищаться,FİİLLER,B2,UNIDAD11
3317,ecuador,Эквадор; экватор,İSİMLER,B2,UNIDAD12
3318,financiar,финансировать,FİİLLER,B2,UNIDAD1
3319,republicano,республиканский,SIFATLAR,B2,UNIDAD2
3320,tapar,"закрывать, прикрывать",FİİLLER,B2,UNIDAD3
3321,arco,"дуга, арка, лук",İSİMLER,B2,UNIDAD4
3322,invadir,вторгаться,FİİLLER,B2,UNIDAD5
3323,estético,эстетический,SIFATLAR,B2,UNIDAD7
3324,jurar,клясться,FİİLLER,B2,UNIDAD9
3325,sacrificio,"жертва, жертвоприношение",İSİMLER,B2,UNIDAD10
3326,financiación,финансирование,İSİMLER,B2,UNIDAD11
3327,nave,"корабль, неф (храма)",İSİMLER,B2,UNIDAD12
3328,incapaz,неспособный,SIFATLAR,B2,UNIDAD1
3329,onda,волна,İSİMLER,B2,UNIDAD2
3330,raza,"раса, порода",İSİMLER,B2,UNIDAD4
3331,enterrar,хоронить,FİİLLER,B2,UNIDAD5
3332,virus,вирус,İSİMLER,B2,UNIDAD6
3333,aportación,вклад,İSİMLER,B2,UNIDAD7
3334,curiosidad,любопытство,İSİMLER,B2,UNIDAD8
3335,mediano,средний,SIFATLAR,B2,UNIDAD9
3336,reducido,"сокращённый, небольшой",SIFATLAR,B2,UNIDAD10
3337,involucrar,вовлекать,FİİLLER,B2,UNIDAD11
3338,tarifa,тариф,İSİMLER,B2,UNIDAD12
3339,romano,римский,SIFATLAR,B2,UNIDAD1
3340,captar,"улавливать, привлекать",FİİLLER,B2,UNIDAD2
3341,comisario,"комиссар, комиссар полиции",İSİMLER,B2,UNIDAD3
3342,espiritual,духовный,SIFATLAR,B2,UNIDAD4
3343,inspirar,"вдохновлять, вдыхать",FİİLLER,B2,UNIDAD5
3344,andaluz,андалусский,SIFATLAR,B2,UNIDAD6
3345,cuerdo,"здравый, разумный",İSİMLER,B2,UNIDAD7
3346,defecto,"недостаток, дефект",İSİMLER,B2,UNIDAD8
3347,comparación,сравнение,İSİMLER,B2,UNIDAD9
3348,viajero,путешественник,İSİMLER,B2,UNIDAD10
3349,cigarrillo,сигарета,İSİMLER,B2,UNIDAD11
3350,cuota,"взнос, квота",İSİMLER,B2,UNIDAD12
3351,residir,проживать,FİİLLER,B2,UNIDAD3
3352,disminución,уменьшение,İSİMLER,B2,UNIDAD4
3353,territorial,территориальный,SIFATLAR,B2,UNIDAD5
3354,combinación,сочетание,İSİMLER,B2,UNIDAD6
3355,restante,остальной,SIFATLAR,B2,UNIDAD7
3356,llave,ключ,İSİMLER,B2,UNIDAD8
3357,síntesis,"синтез, резюме",İSİMLER,B2,UNIDAD10
3358,cada vez que,"каждый раз, когда",EDATLAR / BAĞLAÇLAR,B2,UNIDAD11
3359,ancho,широкий,SIFATLAR,B2,UNIDAD2
3360,mérito,"заслуга, достоинство",İSİMLER,B2,UNIDAD3
3361,introducción,введение,İSİMLER,B2,UNIDAD4
3362,gen,ген,İSİMLER,B2,UNIDAD5
3363,desaparición,исчезновение,İSİMLER,B2,UNIDAD6
3364,multiplicar,"умножать, размножать",FİİLLER,B2,UNIDAD8
3365,harina,мука,İSİMLER,B2,UNIDAD9
3366,castigo,наказание,İSİMLER,B2,UNIDAD10
3367,corona,корона,İSİMLER,B2,UNIDAD11
3368,concretar,"конкретизировать, договариваться",FİİLLER,B2,UNIDAD12
3369,milagro,чудо,İSİMLER,B2,UNIDAD2
3370,corporación,корпорация,İSİMLER,B2,UNIDAD5
3371,destrucción,разрушение,İSİMLER,B2,UNIDAD6
3372,bogotá,Богота,İSİMLER,B2,UNIDAD7
3373,continuidad,непрерывность,İSİMLER,B2,UNIDAD8
3374,solucionar,решать (проблему),FİİLLER,B2,UNIDAD9
3375,competir,соревноваться,FİİLLER,B2,UNIDAD10
3376,entrenamiento,тренировка,İSİMLER,B2,UNIDAD12
3377,desgracia,несчастье,İSİMLER,B2,UNIDAD1
3378,proclamar,провозглашать,FİİLLER,B2,UNIDAD2
3379,martín,Мартин,İSİMLER,B2,UNIDAD3
3380,revisión,"проверка, пересмотр",İSİMLER,B2,UNIDAD4
3381,cualidad,"качество, свойство",İSİMLER,B2,UNIDAD5
3382,orilla,"берег, край",İSİMLER,B2,UNIDAD7
3383,forzar,"заставлять, форсировать",FİİLLER,B2,UNIDAD8
3384,vigilancia,надзор,İSİMLER,B2,UNIDAD9
3385,exclusivo,исключительный,SIFATLAR,B2,UNIDAD10
3386,fantasía,фантазия,İSİMLER,B2,UNIDAD11
3387,afrontar,"противостоять, встречаться с",FİİLLER,B2,UNIDAD1
3388,armar,"вооружать, собирать",FİİLLER,B2,UNIDAD2
3389,comprensión,понимание,İSİMLER,B2,UNIDAD3
3390,pesar,весить; a pesar,FİİLLER,B2,UNIDAD4
3391,publicitario,рекламный,SIFATLAR,B2,UNIDAD5
3392,vigilar,"следить, охранять",FİİLLER,B2,UNIDAD6
3393,asignar,"назначать, выделять",FİİLLER,B2,UNIDAD7
3394,abarcar,охватывать,FİİLLER,B2,UNIDAD9
3395,multitud,"множество, толпа",İSİMLER,B2,UNIDAD11
3396,extrañar,скучать; казаться странным,FİİLLER,B2,UNIDAD12
3397,mágico,магический,SIFATLAR,B2,UNIDAD2
3398,jesús,Иисус,İSİMLER,B2,UNIDAD4
3399,posiblemente,возможно,ZARFLAR,B2,UNIDAD6
3400,estratégico,стратегический,SIFATLAR,B2,UNIDAD7
3401,adolescente,подросток,İSİMLER,B2,UNIDAD8
3402,compositor,композитор,İSİMLER,B2,UNIDAD9
3403,puesta,постановка; ставка; закат,İSİMLER,B2,UNIDAD10
3404,retener,удерживать,FİİLLER,B2,UNIDAD11
3405,mediodía,полдень,İSİMLER,B2,UNIDAD12
3406,cansar,утомлять,FİİLLER,B2,UNIDAD1
3407,evento,событие,İSİMLER,B2,UNIDAD3
3408,precisión,точность,İSİMLER,B2,UNIDAD6
3409,puerto rico,Пуэрто-Рико,İSİMLER,B2,UNIDAD8
3410,semilla,семя,İSİMLER,B2,UNIDAD9
3411,pasajero,пассажир,İSİMLER,B2,UNIDAD11
3412,una vez que,"как только, после того как",EDATLAR / BAĞLAÇLAR,B2,UNIDAD1
3413,huella,след,İSİMLER,B2,UNIDAD2
3414,condicionar,обусловливать,FİİLLER,B2,UNIDAD3
3415,disponible,"доступный, свободный",SIFATLAR,B2,UNIDAD4
3416,indispensable,незаменимый,SIFATLAR,B2,UNIDAD5
3417,placa,"табличка, номерной знак",İSİMLER,B2,UNIDAD6
3418,monte,"гора, лес",İSİMLER,B2,UNIDAD7
3419,centenar,сотня,İSİMLER,B2,UNIDAD9
3420,emergencia,чрезвычайная ситуация,İSİMLER,B2,UNIDAD10
3421,atar,связывать,FİİLLER,B2,UNIDAD11
3422,absurdo,абсурдный,SIFATLAR,B2,UNIDAD12
3423,lujo,роскошь,İSİMLER,B2,UNIDAD1
3424,asesor,"советник, консультант",İSİMLER,B2,UNIDAD3
3425,reservar,резервировать,FİİLLER,B2,UNIDAD4
3426,gallo,петух,İSİMLER,B2,UNIDAD5
3427,tesoro,"сокровище, казна",İSİMLER,B2,UNIDAD6
3428,imprimir,печатать,FİİLLER,B2,UNIDAD7
3429,ordenador,компьютер,İSİMLER,B2,UNIDAD8
3430,normalmente,обычно,ZARFLAR,B2,UNIDAD9
3431,doctrina,"доктрина, учение",İSİMLER,B2,UNIDAD10
3432,inevitable,неизбежный,SIFATLAR,B2,UNIDAD11
3433,doler,болеть,FİİLLER,B2,UNIDAD2
3434,cinta,лента,İSİMLER,B2,UNIDAD3
3435,líquido,жидкость,İSİMLER,B2,UNIDAD4
3436,oler,"нюхать, пахнуть",FİİLLER,B2,UNIDAD5
3437,tragedia,трагедия,İSİMLER,B2,UNIDAD7
3438,moderado,умеренный,SIFATLAR,B2,UNIDAD8
3439,fallar,терпеть неудачу; выносить приговор,FİİLLER,B2,UNIDAD9
3440,anticipar,предвосхищать,FİİLLER,B2,UNIDAD10
3441,visible,видимый,SIFATLAR,B2,UNIDAD11
3442,conexión,"связь, соединение",İSİMLER,B2,UNIDAD12
3443,colaborador,сотрудник,İSİMLER,B2,UNIDAD1
3444,ligar,связывать,FİİLLER,B2,UNIDAD2
3445,cartero,почтальон,İSİMLER,B2,UNIDAD3
3446,convicción,убеждение,İSİMLER,B2,UNIDAD5
3447,conservación,"сохранение, охрана",İSİMLER,B2,UNIDAD6
3448,singular,"единственный, своеобразный",SIFATLAR,B2,UNIDAD7
3449,inquietud,беспокойство,İSİMLER,B2,UNIDAD8
3450,relativamente,относительно,ZARFLAR,B2,UNIDAD9
3451,castigar,наказывать,FİİLLER,B2,UNIDAD10
3452,dado que,поскольку,EDATLAR / BAĞLAÇLAR,B2,UNIDAD11
3453,identificación,"опознание, идентификация",İSİMLER,B2,UNIDAD12
3454,cabello,волосы,İSİMLER,B2,UNIDAD1
3455,conquistar,завоёвывать,FİİLLER,B2,UNIDAD2
3456,disparo,выстрел,İSİMLER,B2,UNIDAD4
3457,bienestar,благополучие,İSİMLER,B2,UNIDAD5
3458,mina,"шахта, мина",İSİMLER,B2,UNIDAD6
3459,castellano,"кастильский, испанский",İSİMLER,B2,UNIDAD7
3460,moscú,Москва,İSİMLER,B2,UNIDAD1
3461,estadístico,статистический,İSİMLER,B2,UNIDAD2
3462,rigor,"строгость, точность",İSİMLER,B2,UNIDAD3
3463,igualdad,равенство,İSİMLER,B2,UNIDAD4
3464,ajustar,"подгонять, регулировать",FİİLLER,B2,UNIDAD6
3465,administrar,"управлять, назначать (лекарство)",FİİLLER,B2,UNIDAD7
3466,clasificar,классифицировать,FİİLLER,B2,UNIDAD8
3467,utilidad,"полезность, утилита",İSİMLER,B2,UNIDAD9
3468,conquista,завоевание,İSİMLER,B2,UNIDAD10
3469,habitar,обитать,FİİLLER,B2,UNIDAD11
3470,cincuenta,пятьдесят,İSİMLER,B2,UNIDAD12
3471,cinematográfico,кинематографический,SIFATLAR,B2,UNIDAD1
3472,integrante,"участник, составная часть",İSİMLER,B2,UNIDAD2
3473,satisfecho,удовлетворённый,SIFATLAR,B2,UNIDAD3
3474,considerable,значительный,SIFATLAR,B2,UNIDAD4
3475,mito,миф,İSİMLER,B2,UNIDAD5
3476,explosión,взрыв,İSİMLER,B2,UNIDAD6
3477,beso,поцелуй,İSİMLER,B2,UNIDAD7
3478,aparentemente,по-видимому,ZARFLAR,B2,UNIDAD8
3479,estructural,структурный,SIFATLAR,B2,UNIDAD9
3480,fundamento,"основание, фундамент",İSİMLER,B2,UNIDAD10
3481,válido,"действительный, веский",SIFATLAR,B2,UNIDAD11
3482,transportar,перевозить,FİİLLER,B2,UNIDAD1
3483,avisar,"предупреждать, извещать",FİİLLER,B2,UNIDAD2
3484,maniobra,манёвр,İSİMLER,B2,UNIDAD3
3485,urgente,срочный,SIFATLAR,B2,UNIDAD4
3486,subida,"подъём, повышение",İSİMLER,B2,UNIDAD5
3487,marino,моряк,İSİMLER,B2,UNIDAD6
3488,extenso,обширный,SIFATLAR,B2,UNIDAD7
3489,incidencia,"случай, влияние",İSİMLER,B2,UNIDAD8
3490,pelota,мяч,İSİMLER,B2,UNIDAD9
3491,monje,монах,İSİMLER,B2,UNIDAD11
3492,adulto,взрослый,İSİMLER,B2,UNIDAD12
3493,estricto,строгий,SIFATLAR,B2,UNIDAD1
3494,explotar,эксплуатировать; взрываться,FİİLLER,B2,UNIDAD2
3495,paralelo,параллельный,SIFATLAR,B2,UNIDAD4
3496,boda,свадьба,İSİMLER,B2,UNIDAD5
3497,leve,"лёгкий, незначительный",SIFATLAR,B2,UNIDAD6
3498,varón,"мужчина, самец",İSİMLER,B2,UNIDAD8
3499,nocturno,ночной,SIFATLAR,B2,UNIDAD9
3500,agitar,"трясти, волновать",FİİLLER,B2,UNIDAD10
3501,vos,ты (в LatAm),ZAMİRLER,B2,UNIDAD11
3502,escultura,скульптура,İSİMLER,B2,UNIDAD12
3503,fama,"слава, известность",İSİMLER,B2,UNIDAD1
3504,ahora que,"теперь, когда",EDATLAR / BAĞLAÇLAR,B2,UNIDAD2
3505,necesariamente,"обязательно, непременно",ZARFLAR,B2,UNIDAD3
3506,real madrid,Реал Мадрид,İSİMLER,B2,UNIDAD4
3507,corporal,телесный,SIFATLAR,B2,UNIDAD5
3508,fantasma,призрак,İSİMLER,B2,UNIDAD6
3509,adaptación,адаптация,İSİMLER,B2,UNIDAD8
3510,síndrome,синдром,İSİMLER,B2,UNIDAD9
3511,inscribir,"записывать, регистрировать",FİİLLER,B2,UNIDAD10
3512,creencia,"убеждение, вера",İSİMLER,B2,UNIDAD12
3513,primitivo,"первобытный, примитивный",SIFATLAR,B2,UNIDAD2
3514,borrar,"стирать, удалять",FİİLLER,B2,UNIDAD3
3515,de manera que,так что,EDATLAR / BAĞLAÇLAR,B2,UNIDAD4
3516,terrorista,террористический,SIFATLAR,B2,UNIDAD5
3517,gota,капля,İSİMLER,B2,UNIDAD6
3518,cultivar,"возделывать, культивировать",FİİLLER,B2,UNIDAD7
3519,maravilloso,замечательный,SIFATLAR,B2,UNIDAD8
3520,atlético,атлетический; «Атлетико»,SIFATLAR,B2,UNIDAD9
3521,ratificar,ратифицировать,FİİLLER,B2,UNIDAD10
3522,aguardar,ожидать,FİİLLER,B2,UNIDAD11
3523,de acuerdo a,согласно,EDATLAR / BAĞLAÇLAR,B2,UNIDAD12
3524,fallo,сбой; судебное решение,İSİMLER,B2,UNIDAD1
3525,ocasionar,"вызывать, причинять",FİİLLER,B2,UNIDAD2
3526,intérprete,"переводчик, исполнитель",İSİMLER,B2,UNIDAD3
3527,cruz,крест,İSİMLER,B2,UNIDAD4
3528,librar,избавлять; выдавать (чек),FİİLLER,B2,UNIDAD6
3529,sexto,шестой,İSİMLER,B2,UNIDAD7
3530,ala,крыло,İSİMLER,B2,UNIDAD8
3531,dotar,"наделять, оснащать",FİİLLER,B2,UNIDAD9
3532,contraste,контраст,İSİMLER,B2,UNIDAD10
3533,licenciado,дипломированный специалист,İSİMLER,B2,UNIDAD11
3534,carro,"повозка, машина (LatAm)",İSİMLER,B2,UNIDAD12
3535,socialismo,социализм,İSİMLER,B2,UNIDAD1
3536,lección,урок,İSİMLER,B2,UNIDAD2
3537,votación,голосование,İSİMLER,B2,UNIDAD3
3538,préstamo,"заём, ссуда",İSİMLER,B2,UNIDAD4
3539,oportuno,"своевременный, уместный",SIFATLAR,B2,UNIDAD5
3540,suficientemente,достаточно,ZARFLAR,B2,UNIDAD6
3541,agresión,"агрессия, нападение",İSİMLER,B2,UNIDAD7
3542,pistola,пистолет,İSİMLER,B2,UNIDAD10
3543,narcotráfico,наркоторговля,İSİMLER,B2,UNIDAD2
3544,dorado,золотой,SIFATLAR,B2,UNIDAD3
3545,trayectoria,"траектория, карьера",İSİMLER,B2,UNIDAD4
3546,satélite,спутник,İSİMLER,B2,UNIDAD6
3547,ocupación,"занятие, оккупация",İSİMLER,B2,UNIDAD7
3548,ajuste,"настройка, корректировка",İSİMLER,B2,UNIDAD8
3549,debilidad,слабость,İSİMLER,B2,UNIDAD9
3550,habilidad,"умение, навык",İSİMLER,B2,UNIDAD12
3551,transmisión,передача,İSİMLER,B2,UNIDAD1
3552,sospecha,подозрение,İSİMLER,B2,UNIDAD3
3553,comerciante,торговец,İSİMLER,B2,UNIDAD4
3554,aproximar,приближать,FİİLLER,B2,UNIDAD5
3555,miseria,"нищета, горе",İSİMLER,B2,UNIDAD6
3556,misa,месса,İSİMLER,B2,UNIDAD8
3557,domicilio,место жительства,İSİMLER,B2,UNIDAD9
3558,ciego,слепой,SIFATLAR,B2,UNIDAD10
3559,adicional,дополнительный,SIFATLAR,B2,UNIDAD11
3560,finalidad,"цель, предназначение",İSİMLER,B2,UNIDAD12
3561,pecado,грех,İSİMLER,B2,UNIDAD2
3562,mientras tanto,тем временем,ZARFLAR,B2,UNIDAD3
3563,unión europea,Европейский союз,İSİMLER,B2,UNIDAD4
3564,separación,"разделение, разлука",İSİMLER,B2,UNIDAD5
3565,mentir,лгать,FİİLLER,B2,UNIDAD6
3566,conde,граф,İSİMLER,B2,UNIDAD7
3567,idéntico,идентичный,SIFATLAR,B2,UNIDAD8
3568,a lo mejor,может быть,ZARFLAR,B2,UNIDAD9
3569,planificación,планирование,İSİMLER,B2,UNIDAD1
3570,obligado,"обязанный, вынужденный",SIFATLAR,B2,UNIDAD2
3571,leyenda,легенда,İSİMLER,B2,UNIDAD4
3572,vigor,"сила, действие (закона)",İSİMLER,B2,UNIDAD5
3573,suscribir,подписывать(ся),FİİLLER,B2,UNIDAD6
3574,encargado,"отвечающий, уполномоченный",SIFATLAR,B2,UNIDAD7
3575,suspensión,"приостановка, подвеска",İSİMLER,B2,UNIDAD8
3576,determinación,"решимость, определение",İSİMLER,B2,UNIDAD10
3577,talento,талант,İSİMLER,B2,UNIDAD2
